loc,title,bedroom,bathroom,parking_space,predicted_price
Akwa Ibom,Mansion,5,2,3,4341267
Ondo,Flat,3,2,6,1688537
Ebonyi,Apartment,2,6,5,1231829
Anambra,Apartment,7,2,5,2301797
Kebbi,Apartment,8,3,3,1987975
Kebbi,Detached duplex,9,7,3,2905073
Kaduna,Apartment,2,1,2,1027135
Plateau,Apartment,8,5,6,2280783
Zamfara,Bungalow,2,5,5,1057580
Akwa Ibom,Apartment,1,2,2,1523103
Anambra,Flat,7,7,5,2713047
Benue,Townhouse,2,2,3,1417097
Yobe,Semi-detached duplex,5,2,4,1417165
Taraba,Semi-detached duplex,5,3,5,2064030
Ogun,Semi-detached duplex,4,2,2,1970110
Delta,Townhouse,3,7,1,2177942
Bauchi,Apartment,3,1,2,1157542
Kogi,Semi-detached duplex,5,5,5,2091874
Yobe,Detached duplex,2,2,2,1356999
Bauchi,Semi-detached duplex,3,1,2,1503919
Adamawa,Semi-detached duplex,2,2,6,1166758
Lagos,Bungalow,2,4,1,2472386
Bayelsa,Apartment,2,1,1,1767399
Zamfara,Cottage,1,2,3,913471
Abia,Penthouse,5,6,5,2405673
Anambra,Mansion,7,1,3,4255980
Plateau,Bungalow,5,1,2,1673313
Zamfara,Detached duplex,6,4,1,2188401
Cross River,Detached duplex,2,6,6,2073129
Bauchi,Semi-detached duplex,2,1,3,1171923
Cross River,Apartment,3,2,4,1624625
Bauchi,Penthouse,3,6,2,1935401
Sokoto,Terrace duplex,9,7,4,2618885
Imo,Terrace duplex,4,2,3,1630786
Bauchi,Penthouse,4,1,4,1863844
Kogi,Apartment,5,5,6,1762834
Zamfara,Apartment,5,2,2,1417104
Oyo,Mansion,1,7,1,2266436
Nasarawa,Terrace duplex,4,4,3,2038236
Ogun,Flat,3,6,3,2038308
Bauchi,Detached duplex,3,5,6,1731242
Ondo,Detached duplex,5,1,3,2373908
Sokoto,Detached duplex,2,3,1,1242738
Ekiti,Penthouse,7,1,6,3253236
Bayelsa,Townhouse,4,7,4,3402339
Kogi,Mansion,4,2,1,2640777
Bauchi,Townhouse,4,5,5,2147929
Jigawa,Townhouse,9,7,3,2578943
Edo,Mansion,6,1,3,4078216
Osun,Semi-detached duplex,8,4,2,3305182
Osun,Townhouse,1,2,3,1348595
Kaduna,Cottage,4,2,1,1186075
Osun,Apartment,8,2,1,2345797
Borno,Flat,8,2,2,1929593
Plateau,Townhouse,2,1,3,1246702
Yobe,Flat,5,1,4,1937031
Niger,Bungalow,9,2,1,2374507
Abia,Semi-detached duplex,7,1,2,2315263
Lagos,Flat,7,6,2,3729847
Ogun,Bungalow,1,2,3,1301552
Adamawa,Bungalow,1,2,5,880737
Adamawa,Semi-detached duplex,8,5,4,2712032
Bayelsa,Semi-detached duplex,4,2,1,2436349
Akwa Ibom,Apartment,5,2,2,2036009
Ekiti,Detached duplex,4,6,6,2435356
Enugu,Apartment,6,5,2,2159918
Delta,Flat,1,1,4,1491126
Gombe,Semi-detached duplex,8,7,2,2668980
Niger,Townhouse,7,1,5,2537969
Kaduna,Apartment,3,7,3,1369450
Oyo,Cottage,5,1,1,1749486
Yobe,Detached duplex,4,2,1,1426147
Cross River,Mansion,3,1,3,2713920
Lagos,Apartment,4,7,1,3761044
Ekiti,Apartment,3,2,6,1513757
Oyo,Mansion,8,4,2,5207508
Ogun,Terrace duplex,6,3,2,2541193
Yobe,Mansion,4,4,3,2331770
Enugu,Townhouse,5,1,2,2061182
Taraba,Semi-detached duplex,9,7,5,2844991
Sokoto,Apartment,1,2,4,770284
Plateau,Terrace duplex,4,2,4,1646091
Bauchi,Semi-detached duplex,9,1,1,2767041
Ekiti,Townhouse,9,2,4,3091606
Abia,Townhouse,4,6,6,1804682
Akwa Ibom,Semi-detached duplex,5,1,2,2965868
Lagos,Flat,4,7,2,4158687
Ondo,Detached duplex,2,1,2,1757845
Plateau,Townhouse,4,2,1,1749776
Sokoto,Semi-detached duplex,2,5,4,1148798
Cross River,Townhouse,3,5,1,2083658
Abia,Semi-detached duplex,4,5,5,1527584
Lagos,Terrace duplex,5,1,2,2995574
Nasarawa,Penthouse,2,2,1,2405497
Cross River,Detached duplex,3,4,2,2192473
Osun,Terrace duplex,1,5,5,1578286
Cross River,Bungalow,4,6,4,2353279
Sokoto,Detached duplex,6,6,3,2381631
Sokoto,Cottage,4,2,2,1108424
Borno,Townhouse,2,1,4,1269165
Enugu,Cottage,5,1,2,2001831
Adamawa,Terrace duplex,3,1,1,1314499
Ekiti,Detached duplex,8,4,6,3272937
Benue,Townhouse,6,4,6,2252479
Ogun,Detached duplex,5,1,1,2606996
Kogi,Flat,4,4,5,1628708
Ekiti,Bungalow,6,3,4,1944112
Enugu,Apartment,4,2,4,1642045
Akwa Ibom,Mansion,3,6,6,3614646
Ondo,Terrace duplex,9,7,1,3294912
Jigawa,Penthouse,7,4,6,2752526
Benue,Bungalow,3,4,5,1468037
Rivers,Semi-detached duplex,4,1,1,2234964
Bauchi,Bungalow,3,7,6,1291886
Delta,Terrace duplex,4,2,2,2321754
Borno,Flat,1,2,1,774754
Ondo,Terrace duplex,9,1,2,2865954
Plateau,Apartment,4,1,1,1176967
Niger,Semi-detached duplex,4,3,2,1875866
Plateau,Semi-detached duplex,6,3,1,1524816
Imo,Terrace duplex,3,1,3,1406688
Rivers,Townhouse,3,2,4,2326475
Kebbi,Terrace duplex,5,2,2,1377561
Enugu,Semi-detached duplex,3,7,2,1741132
Imo,Terrace duplex,3,2,4,1481938
Lagos,Penthouse,4,1,4,4836430
Kaduna,Bungalow,7,6,5,2218399
Ogun,Semi-detached duplex,6,6,6,3658651
Nasarawa,Terrace duplex,1,2,4,1154364
Osun,Mansion,1,2,1,1837396
Taraba,Townhouse,1,7,1,1289454
Imo,Townhouse,4,1,1,1742679
Katsina,Cottage,4,2,1,1286895
Cross River,Apartment,2,6,5,1744520
Ogun,Terrace duplex,4,5,2,2218006
Yobe,Bungalow,2,7,1,1184909
Benue,Semi-detached duplex,6,1,4,2093455
Ogun,Apartment,3,2,4,1774200
Borno,Bungalow,5,7,3,1487569
Osun,Semi-detached duplex,6,1,1,2164671
Yobe,Semi-detached duplex,5,5,2,1634316
Kebbi,Terrace duplex,3,1,1,1008257
Ondo,Mansion,4,1,6,3767757
Plateau,Terrace duplex,1,1,6,1095076
Rivers,Townhouse,6,3,6,3329451
Gombe,Townhouse,2,1,1,1316299
Ebonyi,Bungalow,7,1,6,1894701
Kogi,Cottage,5,1,3,1188930
Kwara,Townhouse,5,5,4,2116559
Ondo,Terrace duplex,3,1,1,1510815
Ondo,Townhouse,2,1,2,1627159
Zamfara,Mansion,2,2,3,2208861
Ekiti,Detached duplex,2,2,4,1688966
Edo,Apartment,8,6,5,2376780
Rivers,Apartment,6,7,2,2852716
Taraba,Mansion,9,6,4,3440092
Oyo,Penthouse,3,1,6,2250071
Osun,Mansion,8,4,6,5117418
Ondo,Detached duplex,2,2,3,1887277
Kwara,Apartment,3,3,5,1242054
Abia,Flat,8,6,6,2995635
Sokoto,Cottage,2,1,2,917405
Benue,Mansion,4,3,1,3078237
Cross River,Townhouse,7,5,4,3089995
Sokoto,Terrace duplex,3,1,6,1298020
Kwara,Terrace duplex,1,1,2,1056031
Plateau,Penthouse,3,1,1,1793695
Plateau,Semi-detached duplex,8,3,2,2598309
Delta,Penthouse,3,3,6,2791489
Kebbi,Detached duplex,1,1,3,790956
Akwa Ibom,Detached duplex,1,5,3,2451143
Imo,Cottage,5,1,1,2152884
Ogun,Apartment,1,5,2,1312025
Bayelsa,Semi-detached duplex,7,6,4,3815758
Kogi,Flat,9,6,1,2343161
Yobe,Mansion,4,2,1,2871395
Bauchi,Townhouse,4,1,1,1426213
Anambra,Terrace duplex,8,3,2,2865623
Katsina,Townhouse,5,2,4,1722403
Jigawa,Semi-detached duplex,2,7,5,1089585
Niger,Mansion,1,2,2,2114232
Osun,Mansion,5,4,4,3701174
Ebonyi,Penthouse,2,2,4,1731363
Ogun,Townhouse,1,2,3,1513704
Katsina,Penthouse,2,7,3,1962836
Enugu,Apartment,3,6,2,1689950
Oyo,Bungalow,8,7,4,3080422
Ekiti,Semi-detached duplex,3,1,2,1478377
Oyo,Penthouse,1,5,6,1997148
Yobe,Semi-detached duplex,3,2,1,1198740
Nasarawa,Mansion,2,5,2,3142696
Jigawa,Flat,5,2,5,1553246
Ekiti,Terrace duplex,2,1,1,1262682
Ebonyi,Penthouse,5,2,3,2188995
Oyo,Townhouse,5,2,1,2298671
Benue,Townhouse,4,2,3,1572264
Jigawa,Semi-detached duplex,1,2,1,914757
Ogun,Semi-detached duplex,2,6,3,2413652
Ekiti,Penthouse,5,7,2,2674022
Zamfara,Cottage,2,1,1,890374
Ekiti,Bungalow,6,5,4,2151180
Zamfara,Terrace duplex,3,1,4,1106578
Niger,Townhouse,2,1,4,1188462
Akwa Ibom,Terrace duplex,1,1,1,1533948
Oyo,Semi-detached duplex,5,1,2,1914046
Benue,Penthouse,6,1,4,2595606
Kano,Townhouse,2,1,3,1361301
Bauchi,Apartment,2,4,3,1072292
Jigawa,Bungalow,6,7,5,1983947
Kano,Townhouse,8,1,2,2599255
Bauchi,Bungalow,8,2,4,2413161
Ekiti,Penthouse,5,2,3,2575292
Enugu,Apartment,8,5,6,2392361
Enugu,Apartment,2,4,2,1371649
Borno,Terrace duplex,8,4,5,2559523
Jigawa,Flat,2,3,6,901409
Nasarawa,Penthouse,3,1,3,2130460
Lagos,Semi-detached duplex,2,6,3,2812794
Anambra,Bungalow,6,4,2,2012414
Bayelsa,Apartment,3,1,1,1848568
Kano,Townhouse,8,2,5,3038060
Nasarawa,Apartment,5,1,3,1504106
Bauchi,Penthouse,3,6,5,2374510
Ondo,Penthouse,1,1,2,2032561
Sokoto,Penthouse,3,1,2,1513860
Gombe,Bungalow,2,3,1,1160446
Ondo,Bungalow,5,1,1,1808420
Niger,Penthouse,5,1,3,2221081
Rivers,Terrace duplex,4,2,1,2542039
Lagos,Bungalow,4,7,2,3153028
Gombe,Mansion,3,7,6,3051094
Jigawa,Townhouse,8,3,4,2627356
Ekiti,Bungalow,1,4,2,1039388
Edo,Flat,5,2,3,1974448
Yobe,Mansion,3,1,3,2305490
Bayelsa,Townhouse,1,2,1,2106282
Anambra,Mansion,4,4,2,3560982
Rivers,Detached duplex,4,1,1,2549042
Gombe,Flat,2,2,4,1218692
Zamfara,Terrace duplex,3,2,4,1214989
Ekiti,Penthouse,5,1,1,2434910
Ogun,Semi-detached duplex,5,3,5,2762850
Lagos,Apartment,1,2,1,3059297
Cross River,Apartment,2,3,5,1256010
Ekiti,Flat,9,3,5,2897342
Kogi,Detached duplex,6,1,6,2477370
Rivers,Semi-detached duplex,4,2,2,2600423
Katsina,Townhouse,3,1,2,1535772
Ekiti,Flat,6,3,1,1940088
Kano,Flat,5,2,4,1700214
Zamfara,Apartment,4,1,6,1172740
Sokoto,Terrace duplex,9,4,1,2622347
Gombe,Bungalow,8,6,4,2567881
Anambra,Semi-detached duplex,8,5,1,2990238
Abia,Terrace duplex,2,4,4,1347709
Imo,Bungalow,3,1,2,1384884
Benue,Penthouse,8,2,4,3323385
Lagos,Townhouse,5,3,6,2374429
Abia,Townhouse,5,7,1,1780386
Delta,Semi-detached duplex,7,6,4,3398630
Delta,Flat,5,2,3,2143722
Lagos,Terrace duplex,1,4,5,2038700
Osun,Townhouse,7,6,4,2924221
Benue,Apartment,1,3,2,876431
Ebonyi,Apartment,2,1,4,1201693
Nasarawa,Apartment,6,7,2,1958464
Lagos,Cottage,3,1,3,3966631
Adamawa,Terrace duplex,1,1,1,1205146
Nasarawa,Townhouse,1,1,4,1067111
Adamawa,Apartment,4,2,1,1516516
Kano,Cottage,4,1,4,1511476
Ondo,Mansion,1,2,2,2679164
Sokoto,Bungalow,7,7,2,1862947
Oyo,Semi-detached duplex,9,4,6,3479393
Anambra,Penthouse,5,2,1,2589321
Abia,Mansion,8,3,4,4341259
Yobe,Bungalow,6,7,1,1964609
Benue,Terrace duplex,3,3,4,1448637
Zamfara,Penthouse,3,1,2,1675996
Enugu,Penthouse,4,7,1,3122350
Adamawa,Flat,2,2,3,1031035
Katsina,Penthouse,5,1,2,2244244
Enugu,Apartment,3,1,4,1592905
Enugu,Flat,1,6,4,1271946
Bayelsa,Flat,6,4,2,3156040
Adamawa,Townhouse,2,2,5,1392425
Anambra,Terrace duplex,3,2,2,1695373
Edo,Detached duplex,2,1,3,1819539
Oyo,Apartment,1,4,6,1363533
Nasarawa,Bungalow,4,1,1,1478983
Taraba,Semi-detached duplex,1,2,2,1087840
Ogun,Semi-detached duplex,2,2,3,1777464
Adamawa,Bungalow,9,7,5,2658175
Niger,Semi-detached duplex,1,7,1,1459977
Ondo,Penthouse,1,6,2,2180239
Kogi,Detached duplex,7,6,5,2571232
Taraba,Townhouse,4,1,3,1502398
Rivers,Mansion,1,1,2,2922659
Benue,Penthouse,4,1,1,1969219
Kebbi,Apartment,3,1,5,862547
Abia,Terrace duplex,5,2,1,1314732
Gombe,Townhouse,2,2,2,1231633
Osun,Terrace duplex,1,3,1,958603
Bauchi,Penthouse,3,1,3,1826405
Abia,Semi-detached duplex,8,4,1,2347710
Cross River,Mansion,5,2,1,4026727
Kogi,Townhouse,3,7,3,1769017
Katsina,Townhouse,7,1,1,2476367
Oyo,Semi-detached duplex,2,2,4,1545619
Yobe,Flat,5,2,5,1740006
Enugu,Semi-detached duplex,1,1,6,1445860
Kebbi,Terrace duplex,5,2,2,1377561
Abia,Townhouse,5,2,5,1741901
Taraba,Bungalow,3,1,6,1402816
Kano,Townhouse,8,6,3,3037515
Jigawa,Terrace duplex,9,4,4,2659494
Bauchi,Penthouse,2,4,6,1543321
Katsina,Flat,1,7,6,1269009
Ekiti,Detached duplex,9,6,2,3386269
Kebbi,Penthouse,2,1,6,1611436
Bayelsa,Bungalow,4,7,1,2731695
Ebonyi,Detached duplex,3,7,5,1543448
Benue,Penthouse,8,6,3,3480657
Niger,Bungalow,7,6,5,2117290
Nasarawa,Townhouse,1,7,5,1619519
Benue,Mansion,8,3,2,4374648
Jigawa,Mansion,5,1,1,1757737
Kwara,Terrace duplex,5,2,3,1611213
Borno,Townhouse,5,2,2,1761051
Gombe,Mansion,3,7,3,2883530
Oyo,Penthouse,2,1,3,2061303
Bayelsa,Flat,5,1,2,2973797
Anambra,Flat,8,3,4,2928275
Ogun,Flat,4,3,2,1792198
Osun,Mansion,4,4,2,3369970
Borno,Semi-detached duplex,5,3,6,1945066
Akwa Ibom,Townhouse,8,7,3,3784659
Akwa Ibom,Penthouse,2,2,2,2423244
Kebbi,Semi-detached duplex,9,7,5,2595339
Ekiti,Bungalow,5,2,4,1849510
Edo,Detached duplex,3,5,5,2275894
Ekiti,Townhouse,8,2,2,2968984
Katsina,Bungalow,7,6,3,2387242
Borno,Detached duplex,8,7,4,2967944
Kogi,Cottage,5,1,1,1084327
Jigawa,Penthouse,5,2,4,2084099
Delta,Apartment,1,1,5,1134317
Taraba,Terrace duplex,4,1,4,1532048
Ogun,Mansion,9,7,2,4392230
Kogi,Bungalow,9,3,1,2350116
Rivers,Penthouse,1,1,4,2522462
Taraba,Terrace duplex,7,2,4,2304238
Katsina,Semi-detached duplex,9,4,5,2883446
Sokoto,Detached duplex,9,5,4,2963519
Benue,Detached duplex,7,7,2,2836779
Benue,Apartment,3,5,5,1527234
Niger,Mansion,6,4,6,3679114
Ekiti,Flat,9,6,2,2759165
Lagos,Flat,1,1,4,3044013
Katsina,Terrace duplex,2,5,3,1410037
Imo,Flat,1,7,2,1347343
Sokoto,Penthouse,6,4,1,2169630
Akwa Ibom,Bungalow,5,2,3,2406278
Ebonyi,Semi-detached duplex,5,2,3,1507136
Akwa Ibom,Penthouse,2,1,2,2174885
Rivers,Apartment,4,2,4,1934874
Taraba,Flat,9,2,6,2511960
Kano,Bungalow,1,2,4,1064003
Benue,Flat,6,5,1,1904305
Ogun,Penthouse,4,2,1,3054014
Adamawa,Semi-detached duplex,2,2,5,1153299
Abia,Penthouse,2,1,1,1776314
Kano,Penthouse,1,6,2,2019419
Ondo,Mansion,2,5,5,3342663
Kebbi,Penthouse,4,2,3,1563341
Delta,Terrace duplex,6,2,4,2750171
Zamfara,Detached duplex,5,1,3,1875274
Ondo,Penthouse,2,7,3,2116620
Oyo,Semi-detached duplex,7,7,2,3118348
Taraba,Apartment,5,2,4,1393601
Abia,Bungalow,7,7,2,2051792
Bauchi,Mansion,3,2,1,2308675
Lagos,Semi-detached duplex,8,3,1,3979963
Cross River,Townhouse,4,7,1,2635434
Yobe,Terrace duplex,6,1,3,1908322
Kebbi,Bungalow,7,2,2,1723514
Kwara,Semi-detached duplex,9,4,3,2656057
Ebonyi,Penthouse,4,4,6,2235582
Oyo,Detached duplex,1,1,1,1332063
Cross River,Bungalow,8,7,2,2845884
Katsina,Apartment,6,3,4,1739166
Ebonyi,Detached duplex,1,1,3,1096388
Bayelsa,Apartment,4,1,6,2263512
Borno,Apartment,2,2,3,990468
Kebbi,Terrace duplex,6,1,2,1746546
Kogi,Flat,6,3,5,1861227
Rivers,Detached duplex,2,2,4,2396464
Jigawa,Penthouse,5,5,6,2452265
Sokoto,Apartment,3,1,6,1198407
Ondo,Bungalow,1,1,1,1049034
Kebbi,Flat,5,3,3,1375170
Bauchi,Detached duplex,5,1,3,1890717
Plateau,Bungalow,3,2,5,1261945
Kebbi,Mansion,6,6,6,3043732
Oyo,Detached duplex,4,1,2,1939682
Katsina,Semi-detached duplex,8,3,4,2635720
Borno,Bungalow,3,1,1,970782
Bayelsa,Townhouse,4,2,4,2748156
Gombe,Semi-detached duplex,5,6,4,2082438
Sokoto,Apartment,5,1,1,1217561
Sokoto,Detached duplex,1,1,3,1255543
Sokoto,Flat,3,6,6,1426252
Zamfara,Terrace duplex,2,3,6,1165019
Borno,Detached duplex,2,2,3,1449768
Kwara,Terrace duplex,9,7,2,3004831
Cross River,Detached duplex,7,1,4,3421057
Katsina,Detached duplex,2,2,3,1530948
Ogun,Terrace duplex,5,1,2,2214740
Bauchi,Apartment,2,5,2,1004467
Imo,Bungalow,2,6,2,1246997
Cross River,Flat,2,4,3,1783925
Anambra,Penthouse,3,1,6,2284474
Yobe,Bungalow,3,6,6,1164048
Rivers,Mansion,7,2,6,6221176
Niger,Semi-detached duplex,2,1,1,1138321
Cross River,Flat,2,1,5,1603455
Oyo,Bungalow,8,7,2,2841230
Oyo,Mansion,1,5,6,2518319
Kebbi,Cottage,2,2,3,800113
Delta,Flat,1,3,2,1283677
Niger,Penthouse,1,2,2,1562888
Kogi,Semi-detached duplex,4,1,1,1175078
Gombe,Mansion,9,6,2,4299649
Yobe,Townhouse,2,2,3,1119568
Taraba,Apartment,3,5,4,1332454
Kano,Detached duplex,3,6,4,2233823
Kwara,Semi-detached duplex,2,2,1,1070962
Cross River,Flat,1,7,3,1614744
Zamfara,Bungalow,1,1,1,728092
Enugu,Terrace duplex,3,1,1,1465945
Borno,Terrace duplex,7,1,2,1939781
Akwa Ibom,Cottage,1,2,2,1721245
Delta,Flat,5,1,2,2247001
Kogi,Bungalow,3,2,3,1122769
Rivers,Bungalow,1,2,3,1639253
Benue,Mansion,8,5,6,4530658
Delta,Detached duplex,4,1,1,2274948
Kebbi,Townhouse,5,6,6,2324580
Kaduna,Bungalow,3,5,4,1400584
Abia,Mansion,5,4,4,2940314
Edo,Flat,5,1,2,2073327
Ekiti,Mansion,4,2,3,3263422
Ebonyi,Bungalow,4,2,2,1139387
Kano,Semi-detached duplex,4,2,3,1687515
Abia,Bungalow,2,7,3,1067109
Kogi,Apartment,3,4,5,1471837
Katsina,Penthouse,1,2,1,2020874
Oyo,Penthouse,5,2,5,3017811
Kwara,Mansion,7,4,5,2706993
Nasarawa,Bungalow,1,1,1,1243858
Kwara,Terrace duplex,4,3,3,1835173
Adamawa,Penthouse,2,5,3,1902691
Nasarawa,Bungalow,4,6,6,1926527
Adamawa,Apartment,3,1,1,1214944
Kano,Detached duplex,6,1,5,2652868
Jigawa,Semi-detached duplex,3,2,4,1181232
Nasarawa,Bungalow,9,6,5,2482031
Osun,Flat,9,4,1,2660219
Enugu,Flat,1,1,1,1166420
Yobe,Penthouse,2,1,3,1551101
Anambra,Penthouse,8,6,4,3879637
Imo,Semi-detached duplex,7,5,2,2432636
Gombe,Apartment,9,3,4,2256053
Katsina,Mansion,1,7,2,2379034
Borno,Terrace duplex,5,1,2,1449577
Ogun,Penthouse,8,1,3,4069129
Plateau,Townhouse,3,1,2,1676361
Taraba,Flat,5,6,3,1740988
Kogi,Mansion,1,2,4,1971297
Katsina,Penthouse,2,1,3,1793612
Zamfara,Bungalow,9,7,6,2120183
Benue,Bungalow,3,2,4,1315511
Ebonyi,Apartment,9,7,1,2629246
Katsina,Penthouse,3,1,1,1763058
Kogi,Flat,3,2,2,1120319
Jigawa,Bungalow,8,5,1,2119698
Bauchi,Penthouse,3,2,2,1878907
Adamawa,Semi-detached duplex,2,4,1,1196424
Osun,Townhouse,5,2,4,2133593
Rivers,Bungalow,4,3,5,1994116
Oyo,Terrace duplex,7,1,5,2641071
Bayelsa,Flat,3,1,2,2007555
Anambra,Detached duplex,7,1,4,3318979
Borno,Detached duplex,4,1,4,1761169
Benue,Mansion,3,1,4,2257902
Edo,Mansion,4,2,4,3552375
Bauchi,Townhouse,8,3,4,2522024
Bayelsa,Townhouse,2,3,4,2040345
Rivers,Flat,9,5,4,4223973
Kaduna,Townhouse,1,2,4,1113302
Imo,Townhouse,1,6,5,1687475
Sokoto,Mansion,3,1,5,2248078
Rivers,Mansion,8,2,4,6603650
Kaduna,Bungalow,1,1,1,778820
Plateau,Terrace duplex,3,2,3,1407661
Ogun,Penthouse,3,2,2,2926343
Adamawa,Penthouse,6,3,2,2629045
Abia,Penthouse,9,6,5,3069685
Cross River,Terrace duplex,4,2,4,2076746
Abia,Apartment,5,5,4,1541982
Delta,Flat,3,2,2,1686390
Enugu,Apartment,4,7,3,2151150
Zamfara,Flat,1,2,2,918100
Kogi,Detached duplex,9,7,6,3201302
Zamfara,Cottage,2,1,1,890374
Cross River,Townhouse,3,1,4,1875027
Yobe,Bungalow,4,5,6,1395045
Ondo,Townhouse,4,2,1,1912914
Ekiti,Townhouse,3,6,4,1800925
Yobe,Detached duplex,2,2,6,1475877
Anambra,Flat,6,1,3,2364584
Enugu,Townhouse,2,3,4,1661900
Rivers,Terrace duplex,1,2,3,1655797
Akwa Ibom,Penthouse,8,7,5,4668288
Ogun,Mansion,6,1,5,4713193
Kebbi,Penthouse,2,2,2,1299830
Bauchi,Townhouse,4,6,4,1833607
Benue,Apartment,6,3,2,1695029
Yobe,Townhouse,7,6,4,2500771
Osun,Townhouse,4,3,1,1671860
Gombe,Flat,7,3,4,2018773
Kaduna,Townhouse,4,1,3,1763332
Ebonyi,Penthouse,6,1,5,2255603
Katsina,Terrace duplex,2,1,2,1208823
Akwa Ibom,Mansion,8,7,1,5445156
Abia,Flat,9,7,6,2416964
Bauchi,Semi-detached duplex,3,2,1,1465700
Bauchi,Townhouse,2,2,5,1341001
Ebonyi,Detached duplex,9,3,1,2699878
Kaduna,Flat,6,5,6,2171363
Taraba,Penthouse,1,6,1,1491777
Ekiti,Townhouse,3,2,2,1718707
Enugu,Bungalow,2,7,1,1399435
Borno,Terrace duplex,2,7,3,1383628
Ebonyi,Bungalow,5,7,1,1739250
Borno,Townhouse,6,2,1,2164367
Jigawa,Penthouse,3,5,4,1957964
Niger,Flat,9,6,1,2526616
Nasarawa,Townhouse,6,7,2,2344590
Abia,Penthouse,7,2,2,2594615
Kogi,Penthouse,1,5,6,1711679
Delta,Semi-detached duplex,4,2,1,2482010
Sokoto,Flat,7,4,2,1693745
Benue,Detached duplex,3,3,2,1736554
Kano,Apartment,2,1,2,898068
Jigawa,Detached duplex,1,2,4,1159705
Sokoto,Terrace duplex,5,4,1,1542168
Anambra,Terrace duplex,7,2,1,2518211
Adamawa,Mansion,4,7,4,2876658
Adamawa,Semi-detached duplex,3,7,5,1407760
Oyo,Terrace duplex,1,2,2,1458074
Kwara,Mansion,2,1,1,2150644
Enugu,Penthouse,6,4,6,3268689
Delta,Apartment,4,2,3,1891841
Nasarawa,Detached duplex,3,7,4,2234359
Benue,Penthouse,7,5,1,2964511
Taraba,Semi-detached duplex,8,7,4,2636717
Ebonyi,Flat,4,4,5,1462087
Kano,Townhouse,9,1,1,2831341
Jigawa,Mansion,3,1,2,1998934
Sokoto,Bungalow,1,2,6,938391
Borno,Detached duplex,1,2,2,1072973
Kogi,Mansion,6,2,2,3012996
Edo,Townhouse,8,3,3,3289023
Zamfara,Semi-detached duplex,9,5,4,3099111
Nasarawa,Bungalow,5,1,2,1617267
Edo,Detached duplex,4,3,6,2328597
Osun,Apartment,5,5,4,1690044
Sokoto,Cottage,5,2,3,1374584
Ogun,Bungalow,1,2,3,1301552
Gombe,Bungalow,4,1,2,1211574
Ogun,Townhouse,5,1,4,2540245
Bayelsa,Semi-detached duplex,3,1,4,2164237
Bayelsa,Bungalow,3,7,2,1934490
Enugu,Apartment,2,2,2,1485149
Abia,Detached duplex,3,6,3,2026083
Ebonyi,Terrace duplex,5,2,2,1590675
Nasarawa,Townhouse,9,5,5,3220697
Adamawa,Apartment,2,2,2,1066826
Lagos,Townhouse,1,5,1,3653633
Plateau,Mansion,4,2,3,3396634
Zamfara,Detached duplex,1,3,2,1379867
Akwa Ibom,Penthouse,5,3,1,3221147
Plateau,Cottage,4,2,4,1252358
Anambra,Semi-detached duplex,5,2,2,1921469
Benue,Townhouse,9,5,1,3102709
Delta,Bungalow,9,1,1,2879034
Benue,Cottage,2,1,2,984285
Abia,Penthouse,1,1,3,1268929
Zamfara,Penthouse,9,3,6,3229717
Cross River,Townhouse,4,2,5,2351421
Edo,Detached duplex,2,6,4,2131134
Rivers,Mansion,4,5,2,5223504
Kogi,Semi-detached duplex,5,1,1,1212181
Ebonyi,Terrace duplex,6,3,4,1893842
Yobe,Semi-detached duplex,5,2,3,1525963
Yobe,Flat,7,1,2,1968139
Kebbi,Mansion,5,2,2,2483966
Kano,Terrace duplex,2,7,3,2061072
Abia,Detached duplex,3,1,4,1722790
Kwara,Townhouse,5,1,2,1567624
Abia,Flat,2,3,2,1383655
Kaduna,Apartment,1,2,3,951132
Gombe,Townhouse,1,1,4,1104490
Jigawa,Semi-detached duplex,5,1,2,1348976
Adamawa,Penthouse,8,2,3,3275301
Sokoto,Bungalow,2,2,1,909326
Edo,Apartment,5,6,6,2234942
Kebbi,Townhouse,9,6,6,2932962
Bayelsa,Penthouse,4,4,3,3987781
Yobe,Flat,4,6,5,1846116
Jigawa,Detached duplex,4,3,4,1637225
Kwara,Mansion,4,2,6,3293498
Adamawa,Terrace duplex,5,6,2,2367736
Enugu,Bungalow,5,3,4,1998970
Niger,Mansion,5,1,2,2999227
Benue,Detached duplex,5,2,3,2154332
Ondo,Mansion,5,2,3,4301457
Adamawa,Penthouse,3,1,2,1870101
Kaduna,Townhouse,9,5,5,3152631
Plateau,Mansion,8,3,5,4743090
Imo,Mansion,8,7,5,4771552
Kano,Penthouse,6,3,2,2733085
Oyo,Terrace duplex,4,2,1,1821786
Kogi,Semi-detached duplex,1,2,2,985085
Edo,Terrace duplex,5,6,2,2081785
Ogun,Semi-detached duplex,7,4,6,3366286
Bayelsa,Mansion,1,1,4,3298670
Delta,Townhouse,1,1,5,1657250
Kogi,Terrace duplex,9,2,3,2648295
Kano,Apartment,1,1,4,949807
Nasarawa,Mansion,6,6,5,4131834
Imo,Mansion,5,7,2,3716398
Sokoto,Apartment,4,1,6,1305110
Imo,Semi-detached duplex,3,1,3,1390898
Ebonyi,Terrace duplex,5,2,5,1780361
Borno,Terrace duplex,6,7,2,1861397
